Country,Region,District
Philippines,Region Xiii (Caraga),Agusan Del Norte
Philippines,Region Xiii (Caraga),Agusan Del Sur
Philippines,Region Xiii (Caraga),Dinagat Islands
Philippines,Region Xiii (Caraga),Surigao Del Norte
Philippines,Region Xiii (Caraga),Surigao Del Sur
Poland,Dolnośląskie,Boleslawiecki
Poland,Dolnośląskie,Dzierzoniowski
Poland,Dolnośląskie,Glogowski
Poland,Dolnośląskie,Gorowski
Poland,Dolnośląskie,Jaworski
Poland,Dolnośląskie,Jelenia Gora
Poland,Dolnośląskie,Jeleniogorski
Poland,Dolnośląskie,Kamiennogorski
Poland,Dolnośląskie,Klodzki
Poland,Dolnośląskie,Legnica
Poland,Dolnośląskie,Legnicki
Poland,Dolnośląskie,Lubanski
Poland,Dolnośląskie,Lubinski
Poland,Dolnośląskie,Lwowecki
Poland,Dolnośląskie,Milicki
Poland,Dolnośląskie,Olawski
Poland,Dolnośląskie,Olesnicki
Poland,Dolnośląskie,Polkowicki
Poland,Dolnośląskie,Sredzki
Poland,Dolnośląskie,Strzelinski
Poland,Dolnośląskie,Swidnicki
Poland,Dolnośląskie,Trzebnicki
Poland,Dolnośląskie,Walbrzych
Poland,Dolnośląskie,Walbrzyski
Poland,Dolnośląskie,Wolowski
Poland,Dolnośląskie,Wroclaw
Poland,Dolnośląskie,Wroclawski
Poland,Dolnośląskie,Zabkowicki
Poland,Dolnośląskie,Zgorzelecki
Poland,Dolnośląskie,Zlotoryjski
Poland,Kujawsko-Pomorskie,Aleksandrowski
Poland,Kujawsko-Pomorskie,Brodnicki
Poland,Kujawsko-Pomorskie,Bydgoski
Poland,Kujawsko-Pomorskie,Bydgoszcz
Poland,Kujawsko-Pomorskie,Chelminski
Poland,Kujawsko-Pomorskie,Golubsko-Dobrzynski
Poland,Kujawsko-Pomorskie,Grudziadz
Poland,Kujawsko-Pomorskie,Grudziadzki
Poland,Kujawsko-Pomorskie,Inowroclawski
Poland,Kujawsko-Pomorskie,Lipnowski
Poland,Kujawsko-Pomorskie,Mogilenski
Poland,Kujawsko-Pomorskie,Nakielski
Poland,Kujawsko-Pomorskie,Radziejowski
Poland,Kujawsko-Pomorskie,Rypinski
Poland,Kujawsko-Pomorskie,Sepolenski
Poland,Kujawsko-Pomorskie,Swiecki
Poland,Kujawsko-Pomorskie,Torun
Poland,Kujawsko-Pomorskie,Torunski
Poland,Kujawsko-Pomorskie,Tucholski
Poland,Kujawsko-Pomorskie,Wabrzeski
Poland,Kujawsko-Pomorskie,Wloclawek
Poland,Kujawsko-Pomorskie,Wloclawski
Poland,Kujawsko-Pomorskie,Zninski
Poland,Łódzkie,Belchatowski
Poland,Łódzkie,Brzezinski
Poland,Łódzkie,Kutnowski
Poland,Łódzkie,Laski
Poland,Łódzkie,Leczycki
Poland,Łódzkie,Lodz
Poland,Łódzkie,Lodzki Wschodni
Poland,Łódzkie,Lowicki
Poland,Łódzkie,Opoczynski
Poland,Łódzkie,Pabianicki
Poland,Łódzkie,Pajeczanski
Poland,Łódzkie,Piotrkow Trybunalski
Poland,Łódzkie,Piotrkowski
Poland,Łódzkie,Poddebicki
Poland,Łódzkie,Radomszczanski
Poland,Łódzkie,Rawski
Poland,Łódzkie,Sieradzki
Poland,Łódzkie,Skierniewice
Poland,Łódzkie,Skierniewicki
Poland,Łódzkie,Tomaszowski
Poland,Łódzkie,Wielunski
Poland,Łódzkie,Wieruszowski
Poland,Łódzkie,Zdunskowolski
Poland,Łódzkie,Zgierski
Poland,Lubelskie,Biala Podlaska
Poland,Lubelskie,Bialski
Poland,Lubelskie,Bilgorajski
Poland,Lubelskie,Chelm
Poland,Lubelskie,Chelmski
Poland,Lubelskie,Hrubieszowski
Poland,Lubelskie,Janowski
Poland,Lubelskie,Krasnicki
Poland,Lubelskie,Krasnostawski
Poland,Lubelskie,Leczynski
Poland,Lubelskie,Lubartowski
Poland,Lubelskie,Lubelski
Poland,Lubelskie,Lublin
Poland,Lubelskie,Lukowski
Poland,Lubelskie,Opolski
Poland,Lubelskie,Parczewski
Poland,Lubelskie,Pulawski
Poland,Lubelskie,Radzynski
Poland,Lubelskie,Rycki
Poland,Lubelskie,Swidnicki
Poland,Lubelskie,Tomaszowski
Poland,Lubelskie,Wlodawski
Poland,Lubelskie,Zamojski
Poland,Lubelskie,Zamosc
Poland,Lubuskie,Gorzow Wielkopolski
Poland,Lubuskie,Gorzowski
Poland,Lubuskie,Krosnienski
Poland,Lubuskie,Miedzyrzecki
Poland,Lubuskie,Nowosolski
Poland,Lubuskie,Slubicki
Poland,Lubuskie,Strzelecko-Drezdenecki
Poland,Lubuskie,Sulecinski
Poland,Lubuskie,Swiebodzinski
Poland,Lubuskie,Wschowski
Poland,Lubuskie,Zaganski
Poland,Lubuskie,Zarski
Poland,Lubuskie,Zielona Gora
Poland,Lubuskie,Zielonogorski
Poland,Małopolskie,Bochenski
Poland,Małopolskie,Brzeski
Poland,Małopolskie,Chrzanowski
Poland,Małopolskie,Dabrowski
Poland,Małopolskie,Gorlicki
Poland,Małopolskie,Krakow
Poland,Małopolskie,Krakowski
Poland,Małopolskie,Limanowski
Poland,Małopolskie,Miechowski
Poland,Małopolskie,Myslenicki
Poland,Małopolskie,Nowosadecki
Poland,Małopolskie,Nowotarski
Poland,Małopolskie,Nowy Sacz
Poland,Małopolskie,Olkuski
Poland,Małopolskie,Oswiecimski
Poland,Małopolskie,Proszowicki
Poland,Małopolskie,Suski
Poland,Małopolskie,Tarnow
Poland,Małopolskie,Tarnowski
Poland,Małopolskie,Tatrzanski
Poland,Małopolskie,Wadowicki
Poland,Małopolskie,Wielicki
Poland,Mazowieckie,Bialobrzeski
Poland,Mazowieckie,Ciechanowski
Poland,Mazowieckie,Garwolinski
Poland,Mazowieckie,Gostyninski
Poland,Mazowieckie,Grodziski
Poland,Mazowieckie,Grojecki
Poland,Mazowieckie,Kozienicki
Poland,Mazowieckie,Legionowski
Poland,Mazowieckie,Lipski
Poland,Mazowieckie,Losicki
Poland,Mazowieckie,Makowski
Poland,Mazowieckie,Minski
Poland,Mazowieckie,Mlawski
Poland,Mazowieckie,Nowodworski
Poland,Mazowieckie,Ostrolecki
Poland,Mazowieckie,Ostroleka
Poland,Mazowieckie,Ostrowski
Poland,Mazowieckie,Otwocki
Poland,Mazowieckie,Piaseczynski
Poland,Mazowieckie,Plock
Poland,Mazowieckie,Plocki
Poland,Mazowieckie,Plonski
Poland,Mazowieckie,Pruszkowski
Poland,Mazowieckie,Przasnyski
Poland,Mazowieckie,Przysuski
Poland,Mazowieckie,Pultuski
Poland,Mazowieckie,Radom
Poland,Mazowieckie,Radomski
Poland,Mazowieckie,Siedlce
Poland,Mazowieckie,Siedlecki
Poland,Mazowieckie,Sierpecki
Poland,Mazowieckie,Sochaczewski
Poland,Mazowieckie,Sokolowski
Poland,Mazowieckie,Szydlowiecki
Poland,Mazowieckie,Warszawa
Poland,Mazowieckie,Warszawski Zachodni
Poland,Mazowieckie,Wegrowski
Poland,Mazowieckie,Wolominski
Poland,Mazowieckie,Wyszkowski
Poland,Mazowieckie,Zurominski
Poland,Mazowieckie,Zwolenski
Poland,Mazowieckie,Zyrardowski
Poland,Opolskie,Brzeski
Poland,Opolskie,Glubczycki
Poland,Opolskie,Kedzierzynsko-Kozielski
Poland,Opolskie,Kluczborski
Poland,Opolskie,Krapkowicki
Poland,Opolskie,Namyslowski
Poland,Opolskie,Nyski
Poland,Opolskie,Oleski
Poland,Opolskie,Opole
Poland,Opolskie,Opolski
Poland,Opolskie,Prudnicki
Poland,Opolskie,Strzelecki
Poland,Podkarpackie,Bieszczadzki
Poland,Podkarpackie,Brzozowski
Poland,Podkarpackie,Debicki
Poland,Podkarpackie,Jaroslawski
Poland,Podkarpackie,Jasielski
Poland,Podkarpackie,Kolbuszowski
Poland,Podkarpackie,Krosnienski
Poland,Podkarpackie,Krosno
Poland,Podkarpackie,Lancucki
Poland,Podkarpackie,Leski
Poland,Podkarpackie,Lezajski
Poland,Podkarpackie,Lubaczowski
Poland,Podkarpackie,Mielecki
Poland,Podkarpackie,Nizanski
Poland,Podkarpackie,Przemyski
Poland,Podkarpackie,Przemysl
Poland,Podkarpackie,Przeworski
Poland,Podkarpackie,Ropczycko-Sedziszowski
Poland,Podkarpackie,Rzeszow
Poland,Podkarpackie,Rzeszowski
Poland,Podkarpackie,Sanocki
Poland,Podkarpackie,Stalowowolski
Poland,Podkarpackie,Strzyzowski
Poland,Podkarpackie,Tarnobrzeg
Poland,Podkarpackie,Tarnobrzeski
Poland,Podlaskie,Augustowski
Poland,Podlaskie,Bialostocki
Poland,Podlaskie,Bialystok
Poland,Podlaskie,Bielski
Poland,Podlaskie,Grajewski
Poland,Podlaskie,Hajnowski
Poland,Podlaskie,Kolnenski
Poland,Podlaskie,Lomza
Poland,Podlaskie,Lomzynski
Poland,Podlaskie,Moniecki
Poland,Podlaskie,Sejnenski
Poland,Podlaskie,Siemiatycki
Poland,Podlaskie,Sokolski
Poland,Podlaskie,Suwalki
Poland,Podlaskie,Suwalski
Poland,Podlaskie,Wysokomazowiecki
Poland,Podlaskie,Zambrowski
Poland,Pomorskie,Bytowski
Poland,Pomorskie,Chojnicki
Poland,Pomorskie,Czluchowski
Poland,Pomorskie,Gdansk
Poland,Pomorskie,Gdanski
Poland,Pomorskie,Gdynia
Poland,Pomorskie,Kartuski
Poland,Pomorskie,Koscierski
Poland,Pomorskie,Kwidzynski
Poland,Pomorskie,Leborski
Poland,Pomorskie,Malborski
Poland,Pomorskie,Nowodworski
Poland,Pomorskie,Pucki
Poland,Pomorskie,Slupsk
Poland,Pomorskie,Slupski
Poland,Pomorskie,Sopot
Poland,Pomorskie,Starogardzki
Poland,Pomorskie,Sztumski
Poland,Pomorskie,Tczewski
Poland,Pomorskie,Wejherowski
Poland,Śląskie,Bedzinski
Poland,Śląskie,Bielski
Poland,Śląskie,Bielsko-Biala
Poland,Śląskie,Bierunsko-Ledzinski
Poland,Śląskie,Bytom
Poland,Śląskie,Chorzow
Poland,Śląskie,Cieszynski
Poland,Śląskie,Czestochowa
Poland,Śląskie,Czestochowski
Poland,Śląskie,Dabrowa Gornicza
Poland,Śląskie,Gliwice
Poland,Śląskie,Gliwicki
Poland,Śląskie,Jastrzebie-Zdroj
Poland,Śląskie,Jaworzno
Poland,Śląskie,Katowice
Poland,Śląskie,Klobucki
Poland,Śląskie,Lubliniecki
Poland,Śląskie,Mikolowski
Poland,Śląskie,Myslowice
Poland,Śląskie,Myszkowski
Poland,Śląskie,Piekary Slaskie
Poland,Śląskie,Pszczynski
Poland,Śląskie,Raciborski
Poland,Śląskie,Ruda Slaska
Poland,Śląskie,Rybnicki
Poland,Śląskie,Rybnik
Poland,Śląskie,Siemianowice Slaskie
Poland,Śląskie,Sosnowiec
Poland,Śląskie,Swietochlowice
Poland,Śląskie,Tarnogorski
Poland,Śląskie,Tychy
Poland,Śląskie,Wodzislawski
Poland,Śląskie,Zabrze
Poland,Śląskie,Zawiercianski
Poland,Śląskie,Zory
Poland,Śląskie,Zywiecki
Poland,Świętokrzyskie,Buski
Poland,Świętokrzyskie,Jedrzejowski
Poland,Świętokrzyskie,Kazimierski
Poland,Świętokrzyskie,Kielce
Poland,Świętokrzyskie,Kielecki
Poland,Świętokrzyskie,Konecki
Poland,Świętokrzyskie,Opatowski
Poland,Świętokrzyskie,Ostrowiecki
Poland,Świętokrzyskie,Pinczowski
Poland,Świętokrzyskie,Sandomierski
Poland,Świętokrzyskie,Skarzyski
Poland,Świętokrzyskie,Starachowicki
Poland,Świętokrzyskie,Staszowski
Poland,Świętokrzyskie,Wloszczowski
Poland,Warmińsko-Mazurskie,Bartoszycki
Poland,Warmińsko-Mazurskie,Braniewski
Poland,Warmińsko-Mazurskie,Dzialdowski
Poland,Warmińsko-Mazurskie,Elblag
Poland,Warmińsko-Mazurskie,Elblaski
Poland,Warmińsko-Mazurskie,Elcki
Poland,Warmińsko-Mazurskie,Gizycki
Poland,Warmińsko-Mazurskie,Goldapski
Poland,Warmińsko-Mazurskie,Ilawski
Poland,Warmińsko-Mazurskie,Ketrzynski
Poland,Warmińsko-Mazurskie,Lidzbarski
Poland,Warmińsko-Mazurskie,Mragowski
Poland,Warmińsko-Mazurskie,Nidzicki
Poland,Warmińsko-Mazurskie,Nowomiejski
Poland,Warmińsko-Mazurskie,Olecki
Poland,Warmińsko-Mazurskie,Olsztyn
Poland,Warmińsko-Mazurskie,Olsztynski
Poland,Warmińsko-Mazurskie,Ostrodzki
Poland,Warmińsko-Mazurskie,Piski
Poland,Warmińsko-Mazurskie,Szczycienski
Poland,Warmińsko-Mazurskie,Wegorzewski
Poland,Wielkopolskie,Chodzieski
Poland,Wielkopolskie,Czarnkowsko-Trzcianecki
Poland,Wielkopolskie,Gnieznienski
Poland,Wielkopolskie,Gostynski
Poland,Wielkopolskie,Grodziski
Poland,Wielkopolskie,Jarocinski
Poland,Wielkopolskie,Kaliski
Poland,Wielkopolskie,Kalisz
Poland,Wielkopolskie,Kepinski
Poland,Wielkopolskie,Kolski
Poland,Wielkopolskie,Konin
Poland,Wielkopolskie,Koninski
Poland,Wielkopolskie,Koscianski
Poland,Wielkopolskie,Krotoszynski
Poland,Wielkopolskie,Leszczynski
Poland,Wielkopolskie,Leszno
Poland,Wielkopolskie,Miedzychodzki
Poland,Wielkopolskie,Nowotomyski
Poland,Wielkopolskie,Obornicki
Poland,Wielkopolskie,Ostrowski
Poland,Wielkopolskie,Ostrzeszowski
Poland,Wielkopolskie,Pilski
Poland,Wielkopolskie,Pleszewski
Poland,Wielkopolskie,Poznan
Poland,Wielkopolskie,Poznanski
Poland,Wielkopolskie,Rawicki
Poland,Wielkopolskie,Slupecki
Poland,Wielkopolskie,Sredzki
Poland,Wielkopolskie,Sremski
Poland,Wielkopolskie,Szamotulski
Poland,Wielkopolskie,Turecki
Poland,Wielkopolskie,Wagrowiecki
Poland,Wielkopolskie,Wolsztynski
Poland,Wielkopolskie,Wrzesinski
Poland,Wielkopolskie,Zlotowski
Poland,Zachodniopomorskie,Bialogardzki
Poland,Zachodniopomorskie,Choszczenski
Poland,Zachodniopomorskie,Drawski
Poland,Zachodniopomorskie,Goleniowski
Poland,Zachodniopomorskie,Gryficki
Poland,Zachodniopomorskie,Gryfinski
Poland,Zachodniopomorskie,Kamienski
Poland,Zachodniopomorskie,Kolobrzeski
Poland,Zachodniopomorskie,Koszalin
Poland,Zachodniopomorskie,Koszalinski
Poland,Zachodniopomorskie,Lobeski
Poland,Zachodniopomorskie,Mysliborski
Poland,Zachodniopomorskie,Policki
Poland,Zachodniopomorskie,Pyrzycki
Poland,Zachodniopomorskie,Slawienski
Poland,Zachodniopomorskie,Stargardzki
Poland,Zachodniopomorskie,Swidwinski
Poland,Zachodniopomorskie,Swinoujscie
Poland,Zachodniopomorskie,Szczecin
Poland,Zachodniopomorskie,Szczecinecki
Poland,Zachodniopomorskie,Walecki
Portugal,Aveiro,Águeda
Portugal,Aveiro,Albergaria-A-Velha
Portugal,Aveiro,Anadia
Portugal,Aveiro,Arouca
Portugal,Aveiro,Aveiro
Portugal,Aveiro,Castelo De Paiva
Portugal,Aveiro,Espinho
Portugal,Aveiro,Estarreja
Portugal,Aveiro,Ílhavo
Portugal,Aveiro,Mealhada
Portugal,Aveiro,Murtosa
Portugal,Aveiro,Oliveira De Azeméis
Portugal,Aveiro,Oliveira Do Bairro
Portugal,Aveiro,Ovar
Portugal,Aveiro,Santa Maria Da Feira
Portugal,Aveiro,São João Da Madeira
Portugal,Aveiro,Sever Do Vouga
Portugal,Aveiro,Vagos
Portugal,Aveiro,Vale De Cambra
Portugal,Beja,Aljustrel
Portugal,Beja,Almodôvar
Portugal,Beja,Alvito
Portugal,Beja,Barrancos
Portugal,Beja,Beja
Portugal,Beja,Castro Verde
Portugal,Beja,Cuba
Portugal,Beja,Ferreira Do Alentejo
Portugal,Beja,Mértola
Portugal,Beja,Moura
Portugal,Beja,Odemira
Portugal,Beja,Ourique
Portugal,Beja,Serpa
Portugal,Beja,Vidigueira
Portugal,Braga,Amares
Portugal,Braga,Barcelos
Portugal,Braga,Braga
Portugal,Braga,Cabeceiras De Basto
Portugal,Braga,Celorico De Basto
Portugal,Braga,Esposende
Portugal,Braga,Fafe
Portugal,Braga,Guimarães
Portugal,Braga,Póvoa De Lanhoso
Portugal,Braga,Terras De Bouro
Portugal,Braga,Vieira Do Minho
Portugal,Braga,Vila Nova De Famalicão
Portugal,Braga,Vila Verde
Portugal,Braga,Vizela
Portugal,Bragança,Alfândega Da Fé
Portugal,Bragança,Bragança
Portugal,Bragança,Carrazeda De Ansiães
Portugal,Bragança,Freixo De Espada À Cinta
Portugal,Bragança,Macedo De Cavaleiros
Portugal,Bragança,Miranda Do Douro
Portugal,Bragança,Mirandela
Portugal,Bragança,Mogadouro
Portugal,Bragança,Torre De Moncorvo
Portugal,Bragança,Vila Flor
Portugal,Bragança,Vimioso
Portugal,Bragança,Vinhais
Portugal,Castelo Branco,Belmonte
Portugal,Castelo Branco,Castelo Branco
Portugal,Castelo Branco,Covilhã
Portugal,Castelo Branco,Fundão
Portugal,Castelo Branco,Idanha-A-Nova
Portugal,Castelo Branco,Oleiros
Portugal,Castelo Branco,Penamacor
Portugal,Castelo Branco,Proença-A-Nova
Portugal,Castelo Branco,Sertã
Portugal,Castelo Branco,Vila De Rei
Portugal,Castelo Branco,Vila Velha De Ródão
Portugal,Coimbra,Arganil
Portugal,Coimbra,Cantanhede
Portugal,Coimbra,Coimbra
Portugal,Coimbra,Condeixa-A-Nova
Portugal,Coimbra,Figueira Da Foz
Portugal,Coimbra,Góis
Portugal,Coimbra,Lousã
Portugal,Coimbra,Mira
Portugal,Coimbra,Miranda Do Corvo
Portugal,Coimbra,Montemor-O-Velho
Portugal,Coimbra,Oliveira Do Hospital
Portugal,Coimbra,Pampilhosa Da Serra
Portugal,Coimbra,Penacova
Portugal,Coimbra,Penela
Portugal,Coimbra,Soure
Portugal,Coimbra,Tábua
Portugal,Coimbra,Vila Nova De Poiares
Portugal,Évora,Alandroal
Portugal,Évora,Arraiolos
Portugal,Évora,Borba
Portugal,Évora,Estremoz
Portugal,Évora,Évora
Portugal,Évora,Montemor-O-Novo
Portugal,Évora,Mora
Portugal,Évora,Mourão
Portugal,Évora,Portel
Portugal,Évora,Redondo
Portugal,Évora,Reguengos De Monsaraz
Portugal,Évora,Vendas Novas
Portugal,Évora,Viana Do Alentejo
Portugal,Évora,Vila Viçosa
Portugal,Faro,Albufeira
Portugal,Faro,Alcoutim
Portugal,Faro,Aljezur
Portugal,Faro,Castro Marim
Portugal,Faro,Faro
Portugal,Faro,Lagoa
Portugal,Faro,Lagos
Portugal,Faro,Loulé
Portugal,Faro,Monchique
Portugal,Faro,Olhão
Portugal,Faro,Portimão
Portugal,Faro,São Brás De Alportel
Portugal,Faro,Silves
Portugal,Faro,Tavira
Portugal,Faro,Vila Do Bispo
Portugal,Faro,Vila Real De Santo António
Portugal,Guarda,Aguiar Da Beira
Portugal,Guarda,Almeida
Portugal,Guarda,Celorico Da Beira
Portugal,Guarda,Figueira De Castelo Rodrigo
Portugal,Guarda,Fornos De Algodres
Portugal,Guarda,Gouveia
Portugal,Guarda,Guarda
Portugal,Guarda,Manteigas
Portugal,Guarda,Mêda
Portugal,Guarda,Pinhel
Portugal,Guarda,Sabugal
Portugal,Guarda,Seia
Portugal,Guarda,Trancoso
Portugal,Guarda,Vila Nova De Foz Côa
Portugal,Ilha da Graciosa,Santa Cruz Da Graciosa
Portugal,Ilha da Madeira (Madeira),Calheta
Portugal,Ilha da Madeira (Madeira),Câmara De Lobos
Portugal,Ilha da Madeira (Madeira),Funchal
Portugal,Ilha da Madeira (Madeira),Machico
Portugal,Ilha da Madeira (Madeira),Ponta Do Sol
Portugal,Ilha da Madeira (Madeira),Porto Moniz
Portugal,Ilha da Madeira (Madeira),Ribeira Brava
Portugal,Ilha da Madeira (Madeira),Santa Cruz
Portugal,Ilha da Madeira (Madeira),Santana
Portugal,Ilha da Madeira (Madeira),São Vicente
Portugal,Ilha de Porto Santo (Madeira),Porto Santo
Portugal,Ilha de São Jorge,Calheta De São Jorge
Portugal,Ilha de São Jorge,Velas
Portugal,Ilha do Faial,Horta
Portugal,Ilha do Pico,Lajes Do Pico
Portugal,Ilha do Pico,Madalena
Portugal,Ilha do Pico,São Roque Do Pico
Portugal,Ilha Terceira,Angra Do Heroísmo
Portugal,Ilha Terceira,Praia Da Vitória
Portugal,Leiria,Alcobaça
Portugal,Leiria,Alvaiázere
Portugal,Leiria,Ansião
Portugal,Leiria,Batalha
Portugal,Leiria,Bombarral
Portugal,Leiria,Caldas Da Rainha
Portugal,Leiria,Castanheira De Pêra
Portugal,Leiria,Figueiró Dos Vinhos
Portugal,Leiria,Leiria
Portugal,Leiria,Marinha Grande
Portugal,Leiria,Nazaré
Portugal,Leiria,Óbidos
Portugal,Leiria,Pedrógão Grande
Portugal,Leiria,Peniche
Portugal,Leiria,Pombal
Portugal,Leiria,Porto De Mós
Portugal,Lisboa,Alenquer
Portugal,Lisboa,Amadora
Portugal,Lisboa,Arruda Dos Vinhos
Portugal,Lisboa,Azambuja
Portugal,Lisboa,Cadaval
Portugal,Lisboa,Cascais
Portugal,Lisboa,Lisboa
Portugal,Lisboa,Loures
Portugal,Lisboa,Lourinhã
Portugal,Lisboa,Mafra
Portugal,Lisboa,Odivelas
Portugal,Lisboa,Oeiras
Portugal,Lisboa,Sintra
Portugal,Lisboa,Sobral De Monte Agraço
Portugal,Lisboa,Torres Vedras
Portugal,Lisboa,Vila Franca De Xira
Portugal,Portalegre,Alter Do Chão
Portugal,Portalegre,Arronches
Portugal,Portalegre,Avis
Portugal,Portalegre,Campo Maior
Portugal,Portalegre,Castelo De Vide
Portugal,Portalegre,Crato
Portugal,Portalegre,Elvas
Portugal,Portalegre,Fronteira
Portugal,Portalegre,Gavião
Portugal,Portalegre,Marvão
Portugal,Portalegre,Monforte
Portugal,Portalegre,Nisa
Portugal,Portalegre,Ponte De Sor
Portugal,Portalegre,Portalegre
Portugal,Portalegre,Sousel
Portugal,Porto,Amarante
Portugal,Porto,Baião
Portugal,Porto,Felgueiras
Portugal,Porto,Gondomar
Portugal,Porto,Lousada
Portugal,Porto,Maia
Portugal,Porto,Marco De Canaveses
Portugal,Porto,Matosinhos
Portugal,Porto,Paços De Ferreira
Portugal,Porto,Paredes
Portugal,Porto,Penafiel
Portugal,Porto,Porto
Portugal,Porto,Póvoa De Varzim
Portugal,Porto,Santo Tirso
Portugal,Porto,Trofa
Portugal,Porto,Valongo
Portugal,Porto,Vila Do Conde
Portugal,Porto,Vila Nova De Gaia
Portugal,Santarém,Abrantes
Portugal,Santarém,Alcanena
Portugal,Santarém,Almeirim
Portugal,Santarém,Alpiarça
Portugal,Santarém,Benavente
Portugal,Santarém,Cartaxo
Portugal,Santarém,Chamusca
Portugal,Santarém,Constância
Portugal,Santarém,Coruche
Portugal,Santarém,Entroncamento
Portugal,Santarém,Ferreira Do Zêzere
Portugal,Santarém,Golegã
Portugal,Santarém,Mação
Portugal,Santarém,Ourém
Portugal,Santarém,Rio Maior
Portugal,Santarém,Salvaterra De Magos
Portugal,Santarém,Santarém
Portugal,Santarém,Sardoal
Portugal,Santarém,Tomar
Portugal,Santarém,Torres Novas
Portugal,Santarém,Vila Nova Da Barquinha
Portugal,Setúbal,Alcácer Do Sal
Portugal,Setúbal,Alcochete
Portugal,Setúbal,Almada
Portugal,Setúbal,Barreiro
Portugal,Setúbal,Grândola
Portugal,Setúbal,Moita
Portugal,Setúbal,Montijo
Portugal,Setúbal,Palmela
Portugal,Setúbal,Santiago Do Cacém
Portugal,Setúbal,Seixal
Portugal,Setúbal,Sesimbra
Portugal,Setúbal,Setúbal
Portugal,Setúbal,Sines
Portugal,Viana do Castelo,Arcos De Valdevez
Portugal,Viana do Castelo,Caminha
Portugal,Viana do Castelo,Melgaço
Portugal,Viana do Castelo,Monção
Portugal,Viana do Castelo,Paredes De Coura
Portugal,Viana do Castelo,Ponte Da Barca
Portugal,Viana do Castelo,Ponte De Lima
Portugal,Viana do Castelo,Valença
Portugal,Viana do Castelo,Viana Do Castelo
Portugal,Viana do Castelo,Vila Nova De Cerveira
Portugal,Vila Real,Alijó
Portugal,Vila Real,Boticas
Portugal,Vila Real,Chaves
Portugal,Vila Real,Mesão Frio
Portugal,Vila Real,Mondim De Basto
Portugal,Vila Real,Montalegre
Portugal,Vila Real,Murça
Portugal,Vila Real,Peso Da Régua
Portugal,Vila Real,Ribeira De Pena
Portugal,Vila Real,Sabrosa
Portugal,Vila Real,Santa Marta De Penaguião
Portugal,Vila Real,Valpaços
Portugal,Vila Real,Vila Pouca De Aguiar
Portugal,Vila Real,Vila Real
Portugal,Viseu,Armamar
Portugal,Viseu,Carregal Do Sal
Portugal,Viseu,Castro Daire
Portugal,Viseu,Cinfães
Portugal,Viseu,Lamego
Portugal,Viseu,Mangualde
Portugal,Viseu,Moimenta Da Beira
Portugal,Viseu,Mortágua
Portugal,Viseu,Nelas
Portugal,Viseu,Oliveira De Frades
Portugal,Viseu,Penalva Do Castelo
Portugal,Viseu,Penedono
Portugal,Viseu,Resende
Portugal,Viseu,Santa Comba Dão
Portugal,Viseu,São João Da Pesqueira
Portugal,Viseu,São Pedro Do Sul
Portugal,Viseu,Sátão
Portugal,Viseu,Sernancelhe
Portugal,Viseu,Tabuaço
Portugal,Viseu,Tarouca
Portugal,Viseu,Tondela
Portugal,Viseu,Vila Nova De Paiva
Portugal,Viseu,Viseu
Portugal,Viseu,Vouzela
Democratic People's Republic of Korea,Jagang,Chosan
Democratic People's Republic of Korea,Jagang,Huichon City
Democratic People's Republic of Korea,Jagang,Hwaphyong
